Entertainment: Music|Which Toronto landmark was featured on the cover art of Canadian rapper Drake's 2016 album "Views"?|CN Tower
Entertainment: Music|Madonna's song "Hung Up" includes a piece from which popular 70s song?|Gimmie! Gimmie! Gimme! (A Man After Midnight)
Entertainment: Music|What collaborative album was released by Kanye West and Jay-Z in 2011?|Watch the Throne
Entertainment: Music|Which of these is not an Ed Sheeran album?|-
Entertainment: Music|What was Britney Spears' debut single?|...Baby One More Time
Entertainment: Music|Which Twitch streamer is the vocalist for Red Vox?|Vinesauce
Entertainment: Music|Which of these bands was a featuring artist in Compton rapper Kendrick Lamar's 2017 album, "DAMN."?|U2
Entertainment: Music|Which Aerosmith album featured "Walk This Way"?|Toys in the Attic
Entertainment: Music|What is the name of the 2016 mixtape released by Venezuelan electronic producer Arca?|Entrañas
Entertainment: Music|A Facebook campaign placed Rage Against The Machine's "Killing in the Name Of" as the UK Christmas Number 1 in 2009.|True
Entertainment: Music|What is the relationship between the band members of American rock band King of Leon?|Brothers & cousins
Entertainment: Music|Which Elton John hit starts with the line "When are you gonna come down"?|Goodbye Yellow Brick Road
Entertainment: Music|Sting, the lead vocalist of The Police, primarily plays what instrument?|Bass Guitar
Entertainment: Music|Which album was released by Kanye West in 2013?|Yeezus
Entertainment: Music|Soulja Boy's 'Crank That' won a Grammy for Best Rap Song in 2007.|False
Entertainment: Music|Which rock band released the album "The Bends" in March 1995?|Radiohead
Entertainment: Music|Which song is not by TheFatRat?|Ascent
Entertainment: Music|What song on ScHoolboy Q's album Black Face LP featured Kanye West?|THat Part
Entertainment: Music|Ashley Frangipane performs under the stage name Halsey.|True
Entertainment: Music|In Kendrick Lamar's 2012 album, "Good Kid, M.A.A.D City", the album's story takes place in which city?|Compton
Entertainment: Music|Which song by Swedish electronic musician Avicii samples the song "Something's Got A Hold On Me" by Etta James?|Levels
Entertainment: Music|What is the British term for a 64th note?|Hemidemisemiquaver
Entertainment: Music|Which rapper had an album that went double platinum with no features?|J. Cole
Entertainment: Music|Which music publication is often abbreviated to NME?|New Musical Express
Entertainment: Music|What is the name of the main character from the music video of "Shelter" by Porter Robinson and A-1 Studios?|Rin
Entertainment: Music|Daft Punk originated in France.|True
Entertainment: Music|The 2016 song "Starboy" by Canadian singer The Weeknd features which prominent electronic artist?|Daft Punk
Entertainment: Music|Eurobeat is primarily an Italian genre of music.|True
Entertainment: Music|For his performance at ComplexCon 2016 in Long Beach, California, Skrillex revived his "Mothership" set piece for one night only.|True
Entertainment: Music|Which of these is not a song on the album Graduation by Kanye West?|Waves
Entertainment: Music|Pink Floyd made this song for their previous lead singer Syd Barrett.|Shine On You Crazy Diamond
Entertainment: Music|Who performed "I Took A Pill In Ibiza"?|Mike Posner
Entertainment: Music|What is the name of the 2016 studio album by the French electronic music duo Justice?|Woman
Entertainment: Music|Which band recorded the album "Parallel Lines"?|Blondie
Entertainment: Music|When did the rapper Eazy-E die?|March 26, 1995
Entertainment: Music|Which of these aliases has NOT been used by electronic musician Aphex Twin?|Burial
Entertainment: Music|How many members are there in the band Nirvana?|Three
Entertainment: Music|What was the best selling album of 2015?|Adele, 25
Entertainment: Music|African-American performer Sammy Davis Jr. was known for losing which part of his body in a car accident?|Left Eye
Entertainment: Music|The "British Invasion" was a cultural phenomenon in music where British boy bands became popular in the USA in what decade?|60's
Entertainment: Music|Ringo Starr of The Beatles mainly played what instrument?|Drums
Entertainment: Music|Which Nirvana album had a naked baby on the cover?|Nevermind
Entertainment: Music|Pete Townshend's solo album, "White City: A Novel", is set in the metropolitan area of Chicago.|False
Entertainment: Music|Which album by American rapper Kanye West contained songs such as "Love Lockdown", "Paranoid" and "Heartless"?|808s & Heartbreak
Entertainment: Music|The band Muse released their first album, Showbiz, in what year?|1999
Entertainment: Music|Who is the lead singer of The Lumineers?|Wesley Schultz
Entertainment: Music|Muse is a British (English) rock band|True
Entertainment: Music|"The Division Bell" is the final album of the progressive rock band Pink Floyd.|False
Entertainment: Music|What was Bon Iver's debut album released in 2007?|For Emma, Forever Ago
Entertainment: Music|Which of these songs was released in 1996?|The Smashing Pumpkins - "1979"
Entertainment: Music|Which English guitarist has the nickname "Slowhand"?|Eric Clapton
Entertainment: Music|What year was Min Yoongi from South Korea boy band "BTS" born in?|1993
Entertainment: Music|Which of the following music bands is not from Finland?|Sabaton
Entertainment: Music|Which of these songs is NOT included in the Suicide Squad OST?|Skies on Fire - AC/DC
Entertainment: Music|Which of these is NOT the name of an album released by American rapper Viper?|The Life of Pablo
Entertainment: Music|Who is the lead singer of the band Coldplay?|Chris Martin
Entertainment: Music|Which song in rapper Kanye West's album "The Life of Pablo" features Rihanna?|Famous
Entertainment: Music|Which band had hits in 1975 with the songs, 'One Of These Nights' & 'Lyin Eyes'?|The Eagles
Entertainment: Music|Nick Mason is the only member to appear on every Pink Floyd album.|True
Entertainment: Music|Whose albums included "Back in Black" and "Ballbreaker"?|AC/DC
Entertainment: Music|What album did The Lumineers release in 2016?|Cleopatra
Entertainment: Music|Where did the British Boy Band "Bros" come from?|Camberley
Entertainment: Music|What is the English title of the vaporwave track "リサフランク420 / 現代のコンピュー" by Macintosh Plus (Vektroid)?|Lisa Frank 420 / Modern Computing
Entertainment: Music|Who had a 1983 hit with the song 'Africa'?|Toto
Entertainment: Music|Who is the frontman of the band 30 Seconds to Mars?|Jared Leto
Entertainment: Music|Which former boy-band star released hit solo single "Angels" in 1997?|Robbie Williams
Entertainment: Music|What is the first track on the Dave Matthews Band album "Before These Crowded Streets"?|Pantala Naga Pampa
Entertainment: Music|What is not a wind instrument?|Viola
Entertainment: Music|The song "Feel Good Inc." by British band Gorillaz features which hip hop group?|De La Soul
Entertainment: Music|"The Singing Cowboy" Gene Autry is credited with the first recording for all but which classic Christmas jingle?|White Christmas
Entertainment: Music|In 2015, David Hasselhof released a single called...|True Survivor
Entertainment: Music|The 'In the Flesh' tour was used in support of what Pink Floyd album?|Animals
Entertainment: Music|Dave Grohl recorded the Foo Fighters' debut, "Foo Fighters," by himself.|True
Entertainment: Music|Which of these artists has NOT been a member of dancehall group Major Lazer?|Skrillex
Entertainment: Music|On the cover of 'Abbey Road,' which of the Beatles is not wearing shoes?|Paul McCartney
Entertainment: Music|Which of these bands is the oldest?|Pink Floyd
Entertainment: Music|Lead Singer Rivers Cuomo of American rock band Weezer attended Harvard.|True
Entertainment: Music|What was The Velvet Underground's first album called?|The Velvet Underground & Nico
Entertainment: Music|This album, now considered to be one of the greatest of all time, was a commercial failure when it was released.|The Velvet Underground and Nico
Entertainment: Music|Which of these songs is NOT in The Beatles' album "Sgt. Pepper's Lonely Hearts Club Band"?|Strawberry Fields Forever
Entertainment: Music|Kanye West at 2009 VMA's interrupted which celebrity?|Taylor Swift
Entertainment: Music|Where does the Mac part of the name Fleetwood Mac come from?|John McVie
Entertainment: Music|Which one of these rappers is NOT a member of the rap group Wu-Tang Clan?|Dr.Dre
Entertainment: Music|May 16th of every year is known as __________ Day, named after a punk band prominent in the 1990s.|Lagwagon
Entertainment: Music|Which of these is NOT a song by Pegboard Nerds?|WiFi Tears
Entertainment: Music|Pete Townshend collaborated with which famous guitarist for an event at Brixton Academy in 1985?|David Gilmour
Entertainment: Music|What genre of EDM is the Dutch DJ, musician, and remixer Armin van Buuren most well-known for?|Trance
Entertainment: Music|What musician made the song "F**kin` Perfect" in 2010?|P!nk
Entertainment: Music|Which of these songs is not on the "untitled" album by Led Zeppelin?|Celebration Day
Entertainment: Music|Who had a 1973 hit with the song 'Hocus Pocus'?|Focus
Entertainment: Music|What M83 was featured in Grand Theft Auto V's radio?|Midnight City
Entertainment: Music|Which rap group released the album "Straight Outta Compton"?|N.W.A
Entertainment: Music|Scottish producer Calvin Harris is from the town of Dumfries, Scotland.|True
Entertainment: Music|Which of these songs is not by Tatsuro Yamashita?|Lucky Lady Feel So Good 
Entertainment: Music|On which Beatles album would you find the song 'Eleanor Rigby'?|Revolver
Entertainment: Music|Who is the primary lyricist for Canadian progressive rock band Rush?|Neil Peart
Entertainment: Music|Who was the lead singer and frontman of rock band R.E.M?|Michael Stipe
Entertainment: Music|American rapper Dr. Dre actually has a Ph.D. doctorate.|False
Entertainment: Music|From which country does the piano originate?|Italy
Entertainment: Music|The song "Mystery Train" was released by artist "Little Junior's Blue Flames" in 1953.|True
Entertainment: Music|Which genre of Hip Hop does MC Frontalot rap?|Nerdcore
Entertainment: Music|In what film was the Michael Jackson song "Will You Be There" featured?|Free Willy
Entertainment: Music|Which member of the English band "The xx" released their solo album "In Colour" in 2015?|Jamie xx
Entertainment: Music|Kanye West's "Gold Digger" featured which Oscar-winning actor?|Jamie Foxx
Entertainment: Music|Who is the lead singer of Arctic Monkeys?|Alex Turner
Entertainment: Music|What is Brian May's guitar called?|Red Special
Entertainment: Music|In what year was Tchaikovsky's 1812 Overture composed?|1880
Entertainment: Music|What is the frontman's name of the metal band Megadeth?|Dave Mustaine
Entertainment: Music|Which of these artists did NOT feature in the fitfh studio album "Humanz" by British virtual band Gorillaz?|Snoop Dogg
Entertainment: Music|What date is referenced in the 1971 song "September" by Earth, Wind & Fire?|21st of September
Entertainment: Music|How many copies have Metallica album "Metallica" (A.K.A The Black Album) sold worldwide (in Millions of Copies)?|20.5
Entertainment: Music|"Some people call me the space cowboy" is the first line from what song?|The Joker
Entertainment: Music|What 1970's American ballad referred to the 1959 plane crash as the "the day the music died"?|American Pie
Entertainment: Music|The "K" in "K-Pop" stands for which word?|Korean
Entertainment: Music|Cryoshell, known for "Creeping in My Soul" did the advertising music for what Lego Theme?|Bionicle
Entertainment: Music|The key of sharps does the key of G# minor contain?|5
Entertainment: Music|A Caixa Malacacheta is what kind of musical instrument which is commonly used in Latin American music?|Snare Drum
Entertainment: Music|What was the title of Sakamoto Kyu's song "Ue o Muite Arukou" (I Look Up As I Walk) changed to in the United States?|Sukiyaki
Entertainment: Music|When did Tame Impala release their second album?|2012
Entertainment: Music|According to the RIAA: Which artist has sold the most albums by the million?|The Beatles
Entertainment: Music|In "Mean Girls", who has breasts that tell when it's raining?|Karen Smith
Entertainment: Music|Which of these artists was NOT a member of the electronic music supergroup Swedish House Mafia, which split up in 2013?|Alesso
Entertainment: Music|Electronic artists Boys Noize and Skrillex have collaborated and released tracks under what name?|Dog Blood
Entertainment: Music|Korean girl group, TWICE, consists of 9 members|True
Entertainment: Music|"Hallelujah" is a song written by which Canadian recording artist?|Leonard Cohen
Entertainment: Music|Irish musician Hozier released a music track in 2013 titled, "Take Me to ______"|Church
Entertainment: Music|The song "Twin Size Mattress" was written by which band?|The Front Bottoms
Entertainment: Music|What French artist/band is known for playing on the midi instrument "Launchpad"?|Madeon
Entertainment: Music|Which of these albums is a Wu-Tang Clan album?|Iron Flag
Entertainment: Music|What was the name of Pink Floyd's first studio album?|The Piper at the Gates of Dawn
Entertainment: Music|Which Beatles album does NOT feature any of the band members on it's cover?|The Beatles (White Album)
Entertainment: Music|What is the official name of Prince's backing band?|The Revolution
Entertainment: Music|Which one of these Pink Floyd albums were also a movie?|The Wall
Entertainment: Music|"Neutral Milk Hotel" is a real band.|True
Entertainment: Music|What was the name of the hip hop group Kanye West was a member of in the late 90s?|The Go-Getters
Entertainment: Music|EDM record label Monstercat is based in which country?|Canada
Entertainment: Music|According to their 1974 hit, what were Brownsville Station doing "In The Boys' Room"?|Smokin'
Entertainment: Music|Liam Howlett founded which electronic music group in 1990?|The Prodigy
Entertainment: Music|Who is the lead singer of Green Day?|Billie Joe Armstrong
Entertainment: Music|Which country is singer Kyary Pamyu Pamyu from?|Japan
Entertainment: Music|What country did Shirley Bassey originate from?|Wales
Entertainment: Music|Which of the following songs did Elton John perform following Princess Diane's passing?|Candles in the Wind
Entertainment: Music|Who is the lead singer of the British pop rock band Coldplay?|Chris Martin
Entertainment: Music|Which song on Daft Punk's "Random Access Memories" features Pharrell Williams?|Get Lucky
Entertainment: Music|Who is the artist of the recent new album the Uncanny Valley?|Perturbator
Entertainment: Music|What is the first track on Kanye West's 808s & Heartbreak?|Say You Will
Entertainment: Music|Which member of the Wu-Tang Clan had only one verse in their debut album Enter the Wu-Tang (36 Chambers)?|Masta Killa
Entertainment: Music|Which Death Grips album is the only one to feature a band member?|No Love Deep Web
Entertainment: Music|In which year did "Caravan Palace" release their first album?|2008
Entertainment: Music|Which singer was featured in Jack Ü (Skrillex & Diplo)'s 2015 song 'Where Are Ü Now'?|Justin Bieber
Entertainment: Music|Which country does the electronic music duo "The Knife" originate from?|Sweden
Entertainment: Music|Chino Moreno is the lead singer of which alternative metal band?|Deftones
Entertainment: Music|Stevie Wonder's real name is Stevland Hardaway Morris.|True
Entertainment: Music|"Lift Your Spirit" is an album by which artist?|Aloe Blacc
Entertainment: Music|Which alternative rock band released the critically-acclaimed album "OK Computer"?|Radiohead
Entertainment: Music|Which singer was featured in Swedish producer Avicii's song "Wake Me Up"?|Aloe Blacc
Entertainment: Music|3 members of 2 Live Crew were arrested for playing songs from their album, As Nasty As They Wanna Be, live.|True
Entertainment: Music|Which year was the album "Floral Shoppe" by Macintosh Plus released?|2011
Entertainment: Music|What's the most common time signature for rock songs?|4/4
Entertainment: Music|"Drink the Sea" is an album by which electronic music artist?|The Glitch Mob
Entertainment: Music|Which band is the longest active band in the world with no breaks or line-up changes?|U2
Entertainment: Music|EDM producer Marshmello performs live wearing clothes and a marshmallow mask of what colour?|White
Entertainment: Music|When was Gangnam Style uploaded to YouTube?|2012
Entertainment: Music|Which of the following is not a studio album by the band Pink Floyd?|Moving Pictures
Entertainment: Music|Pink Guy's debut album was "Pink Season".|False
Entertainment: Music|Which of the following bands is Tom DeLonge not a part of?|+44
Entertainment: Music|Brian May was the guitarist for which band?|Queen
Entertainment: Music|Which artist or group did John Lennon consider "son(s) of the Beatles"?|Jeff Lynne's Electric Light Orchestra
Entertainment: Music|John Williams composed the music for "Star Wars".|True
Entertainment: Music|Which country does the band Rammstein hail from?|Germany
Entertainment: Music|Which brass instrument has the lowest pitch in an orchestra?|Tuba
Entertainment: Music|Which of the following is an album by punk rock band Anti-Flag?|For Blood And Empire
Entertainment: Music|What is the name of French electronic music producer Madeon's 2015 debut studio album?|Adventure
Entertainment: Music|Which one of these songs did the group "Men At Work" NOT make?|Safety Dance
Entertainment: Music|Who was not in the band "The Smiths"?|Martin Chambers
Entertainment: Music|Who was the guitarist in the band "The Doors"?|Robby Krieger
Entertainment: Music|What year was Red Hot Chill Pepper's album "Californication" released?|1999
Entertainment: Music|"Grande Valse" is a phrase from the song "Gran Vals". What is that song segment known as?|Nokia Tune
Entertainment: Music|Which of these songs by artist Eminem contain the lyric "Nice to meet you. Hi, my name is... I forgot my name!"?|Rain Man
Entertainment: Music|What was Radiohead's first album?|Pablo Honey
Entertainment: Music|Which of these is not a member of the virtual band Gorillaz?|Phi Cypher
Entertainment: Music|Which year was the album "Year of the Snitch" by Death Grips released?|2018
Entertainment: Music|Which of these is NOT an album released by The Beatles?|The Wall
Entertainment: Music|From which country did the song "Gangnam Style" originate from?|South Korea
Entertainment: Music|What is the first Studio Album to be released on the Internet with a "Pay-What-You-Want" price?|In Rainbows
Entertainment: Music|Who performed the guitar solo on Michael Jackson's hit "Beat It"?|Eddie Van Halen
Entertainment: Music|Saul Hudson (Slash) of the band Guns N' Roses is known for playing what type of guitar?|Les Paul Standard
Entertainment: Music|Björk's "Unison" contains a sample of which Oval song?|Aero Deck
Entertainment: Music|The singer Billie Holiday was also known as "Lady Day".|True
Entertainment: Music|'74–'75 is a 1993 single from the album Ring by what American band?|The Connells
Entertainment: Music|When did The Beatles release the LP "Please Please Me"?|1963
Entertainment: Music|Who is the vocalist and frontman of rock band "Guns N' Roses"?|Axl Rose
Entertainment: Music|The song Scatman's World was released after Scatman (Ski-Ba-Bop-Ba-Dop-Bop).|True
Entertainment: Music|What was the title of ABBA`s first UK hit single?|Waterloo
Entertainment: Music|From which album is the Gorillaz song, "On Melancholy Hill" featured in?|Plastic Beach
Entertainment: Music|How many strings are there on a cello?|4
Entertainment: Music|What is the name of the album released in 2014 by American band Maroon 5?|V
Entertainment: Music|Which of these are NOT a Men at Work song?|Basket Case
Entertainment: Music|Which M83 album is the song "Midnight City" featured in?|Hurry Up, We're Dreaming
Entertainment: Music|Which artist released the 2012 single "Harlem Shake", which was used in numerous YouTube videos in 2013?|Baauer
Entertainment: Music|In August 1964, who introduced the Beatles to cannabis?|Bob Dylan
Entertainment: Music|A Saxophone is a brass instrument.|False
Entertainment: Music|How many studio albums have the duo Daft Punk released?|4
Entertainment: Music|Who wrote the Sinead O`Connor hit 'Nothing Compares 2 U'?|Prince
Entertainment: Music|EDM label Monstercat signs tracks instead of artists.|True
Entertainment: Music|The Proclaimers - I'm Gonna Be (500 Miles) reached what position on the US Hot 100 Charts in 1993?|3rd
Entertainment: Music|Typically, how many keys are on a piano?|88
Entertainment: Music|The Rush song "YYZ" derives its name from the IATA aiport identification code for which city?|Toronto
Entertainment: Music|What animal is featured on the cover of English electronic music group The Prodigy's album, "The Fat of the Land"?|Crab
Entertainment: Music|Rapper Snoop Dogg's real name is 'Cordozar Calvin Broadus, Jr.'.|True
Entertainment: Music|Which of these artists do NOT originate from France?|The Chemical Brothers
Entertainment: Music|Which of these is NOT a song featured on the Lockjaw EP released in 2013 by Flume & Chet Faker?|Left Alone
Entertainment: Music|In which year was the Megadeth album "Peace Sells... but Who's Buying?" released?|1986
Entertainment: Music|In 1993, Prince changed his name to an unpronounceable symbol because he was unhappy with his contract with Warner Bros.|True
Entertainment: Music|Who had a 1976 hit with the song 'You Make Me Feel Like Dancing'?|Leo Sayer
Entertainment: Music|Who is the lead singer of Silverchair?|Daniel Johns
Entertainment: Music|What was David Bowie's real surname?|Jones
Entertainment: Music|Which group performs the song "Crash into Me"?|Dave Matthews Band
Entertainment: Music|Which of Michael Jackson's albums sold the most copies?|Thriller
Entertainment: Music|Which of these is the name of a song by Tears for Fears?|Shout
Entertainment: Music|"The Genius" is the original and secondary name of which Wu-Tang Clan member?|GZA
Entertainment: Music|Who is the founder and leader of industrial rock band, 'Nine Inch Nails'?|Trent Reznor
Entertainment: Music|Who is the Pink Floyd song "Shine On You Crazy Diamond" written about?|Syd Barrett
Entertainment: Music|What is the stage name of New Zealand singer Phillipa "Pip" Brown?|Ladyhawke
Entertainment: Music|Where was Nicki Minaj born?|Trinidad and Tobago
Entertainment: Music|In an orchestra, what is the lowest member of the brass family?|Tuba
Entertainment: Music|Which lyric is about Red Hot Chili Peppers frontman Anthony Kiedis?|"A rainy Lithuanian / Is dancing as an Indian"
Entertainment: Music|"All the Boys" by Panic! At the Disco was released as a bonus track on what album?|Too Weird To Live, Too Rare To Die!
Entertainment: Music|Which one of these Rammstein songs has two official music videos?|Du Riechst So Gut
Entertainment: Music|What song originally performed by The Bee Gees in 1978 had a cover version by Steps 20 years later?|Tragedy
Entertainment: Music|Which popular rock band has a one-armed drummer?|Def Leppard
Entertainment: Music|Which artist curated the official soundtrack for "The Hunger Games: Mockingjay - Part 1"?|Lorde
Entertainment: Music|Which one of these people has been in the band ''Metallica'' in the past?|Dave Mustaine
Entertainment: Music|What album did Gorillaz release in 2017?|Humanz
Entertainment: Music|The band STRFKR was also briefly known as Pyramiddd.|True
Entertainment: Music|Which company did the animation for Peter Gabriel's Video Sledgehammer (1986)?|Aardman Animations
Entertainment: Music|What was the name of the Wu-Tang Clan album Martin Shkreli bought for $2 million dollars?|Once Upon a Time in Shaolin
Entertainment: Music|The alternative rock band, They Might Be Giants, released their album 'Flood' in 1990. |True
Entertainment: Music|Metallica collaborated with Rowan Atkinson's Mr Bean on a 1992 comic relief single.|False
Entertainment: Music|Which country does the power metal band "Sabaton" originate from?|Sweden
Entertainment: Music|Which novelty band was best known for their UK chart hits "Combine Harvester" and "I Am a Cider Drinker" in 1976?|The Wurzels
Entertainment: Music|Which of these songs did Jimi Hendrix cover?|All of these songs
Entertainment: Music|Who is the lead singer of Foo Fighters?|Dave Grohl
Entertainment: Music|Which member of "The Beatles" narrated episodes of "Thomas the Tank Engine"?|Ringo Starr
Entertainment: Music|Which song made by MAN WITH A MISSION was used as the opening for the anime "Log Horizon"?|"Database"
Entertainment: Music|According to a song by Belinda Carlisle, Heaven is a place on what?|Earth
Entertainment: Music|In the Panic! At the Disco's song "Nothern Downpour", which lyric follows 'I know the world's a broken bone'.|"So melt your headaches call it home"
Entertainment: Music|Rick Astley's hit song "Never Gonna Give You Up" was released in what year?|1987
Entertainment: Music|Which classical composer wrote the "Moonlight Sonata"?|Ludvig Van Beethoven
Entertainment: Music|Which of the following songs was not originally released by Sir Elton John? |You'll Be In My Heart
Entertainment: Music|Who released the 1991 album "Out of Time"?|R.E.M.
Entertainment: Music|Which of these Johns was murdered by gunshots outside the Dakota in New York in 1980?|John Lennon
Entertainment: Music|What is the best selling album of all time from 1976 to 2018?|Thriller
Entertainment: Music|The Who's eponymous line, "Teenage Wasteland", appears in which of their songs?|Baba O' Riley
Entertainment: Music|Who had a 1969 top 5 hit with the song,  'A Boy Named Sue'?|Johnny Cash
Entertainment: Music|Whose signature guitar technique is called the "windmill"?|Pete Townshend
Entertainment: Music|Which of these is not a single by Pink Floyd guitarist, David Gilmour?|Sunset Strip
Entertainment: Music|"Doctor Jones", "Turn Back Time" and "Barbie Girl" were UK number ones for which Eurodance group?|Aqua
Entertainment: Music|What was the subject of the 2014 song "CoCo" by American rapper O. T. Genasis?|Cocaine
Entertainment: Music|According to a Beatles song, who kept her face in a jar by the door?|Eleanor Rigby
Entertainment: Music|Scatman John's real name was John Paul Larkin.|True
Entertainment: Music|Who was featured in the song "Words" by Feint? |Laura Brehm
Entertainment: Music|Which of the following is NOT a real song from the band Thousand Foot Krutch?|Limitless Fury
Entertainment: Music|What was the last Aphex Twin album released before his decade-long hiatus?|Drukqs
Entertainment: Music|Johnny Cash did a cover of this song written by lead singer of Nine Inch Nails, Trent Reznor.|Hurt
Entertainment: Music|What is the stage name of English female rapper Mathangi Arulpragasam, who is known for the song "Paper Planes"?|M.I.A.
Entertainment: Music|Who is the lead singer of Bastille?|Dan Smith
Entertainment: Music|According to the American rapper Nelly, what should you do when its hot in here?|Take off all your clothes
Entertainment: Music|The Red Hot Chili Pepper song "Give It Away" is from what album?|Blood Sugar Sex Magik
Entertainment: Music|Which of these artists did NOT remix the song "Faded" by Alan Walker?|Skrillex
Entertainment: Music|Who designed the album cover for True Romance, an album by Estelle?|Rebecca Sugar
Entertainment: Music|Which of the following guitarists recorded an album as a member of the Red Hot Chili Peppers?|Dave Navarro
Entertainment: Music|Which one of these artists appears in the album Deltron 3030?|Dan the Automater
Entertainment: Music|"Make You Feel My Love" was originally written and performed by which singer-songwriter?|Bob Dylan
Entertainment: Music|"Twenty One Pilots" made the song "The Motion" featuring Sampha.|False
Entertainment: Music|The song "Caramelldansen" is commonly mistaken as a Japanese song, what language is the song actually sung in?|Swedish
Entertainment: Music|Who recorded the 1975 album 'Captain Fantastic and the Brown Dirt Cowboy'?|Elton John
Entertainment: Music|Who had a 1981 hit with the song "Japanese Boy"?|Aneka
Entertainment: Music|Moby, an American DJ, singer, and musician, achieved worldwide success for the 1999 release of which of the following albums?|Play
Entertainment: Music|In 2006, which band released their debut album "A Fever You Can't Sweat Out"?|Panic! At the Disco
